"Bairro","Taxa de alfabetização"
"Pinheiro Seco - Lages (SC)","100.0"
"Centro - Laguna (SC)","97.8"
"Navegantes - Laguna (SC)","97.5"
"Mar Grosso - Laguna (SC)","99.2"
"Magalhães - Laguna (SC)","96.1"
"Vila Vitória - Laguna (SC)","94.2"
"Vila Ponta das Pedras - Laguna (SC)","90.4"
"Campo de Fora - Laguna (SC)","94.8"
"Progresso - Laguna (SC)","95.2"
"Esperança - Laguna (SC)","96.8"
"Balneário Laguna Internacional - Laguna (SC)","99.0"
"Portinho - Laguna (SC)","96.3"
"Barbacena - Laguna (SC)","93.4"
"Mato Alto - Laguna (SC)","96.3"
"Vila Francisco de Assis Soares - Laguna (SC)","96.2"
"Cabeçudas - Laguna (SC)","96.1"
"Barranceira - Laguna (SC)","90.8"
"Bentos - Laguna (SC)","94.7"
"Industrial - Laguna (SC)","100.0"
"Jardim Juliana - Laguna (SC)","96.6"
"Praia do Gi - Laguna (SC)","X"
"Baixo Amuado - Laurentino (SC)","93.1"
"Barra Seca - Laurentino (SC)","95.7"
"Braço Laurentino - Laurentino (SC)","89.6"
"Caçador - Laurentino (SC)","97.2"
"Centro - Laurentino (SC)","97.0"
"Fruteira - Laurentino (SC)","98.9"
"Rodovia das Primaveras - Laurentino (SC)","96.8"
"Ribeirão Basílio - Laurentino (SC)","97.1"
"Ribeirão Laurentino - Laurentino (SC)","98.3"
"Vila Nova - Laurentino (SC)","95.9"
"Arizona - Lauro Müller (SC)","95.9"
"Bela Vista - Lauro Müller (SC)","96.7"
"Cairú - Lauro Müller (SC)","97.2"
"Castelo - Lauro Müller (SC)","X"
"Centro - Lauro Müller (SC)","98.3"
"Içarense - Lauro Müller (SC)","96.7"
"Km 1 - Lauro Müller (SC)","94.3"
"Santa Bárbara - Lauro Müller (SC)","96.0"
"Sumaré - Lauro Müller (SC)","95.9"
"Centro - Lauro Müller (SC)","97.7"
"Rio Bonito - Lauro Müller (SC)","92.8"
"Centro - Lauro Müller (SC)","95.4"
"Barreiros - Lauro Müller (SC)","92.8"
"Coletora - Lauro Müller (SC)","94.7"
"Dos Pioneiros - Lontras (SC)","94.5"
"Centro I-Baixada - Mafra (SC)","98.7"
"Centro II-Alto de Mafra - Mafra (SC)","99.1"
"Restinga - Mafra (SC)","97.9"
"Vila Ivete - Mafra (SC)","95.7"
"Vila das Flores - Mafra (SC)","92.9"
"Vila Buenos Aires - Mafra (SC)","98.0"
"Jardim América - Mafra (SC)","97.8"
"Fazenda Potreiro - Mafra (SC)","85.7"
"Campo da Lança - Mafra (SC)","98.6"
"Espigão do Bugre - Mafra (SC)","98.0"
"Faxinal - Mafra (SC)","97.4"
"Vila Nova - Mafra (SC)","96.3"
"Vila Formosa - Mafra (SC)","98.2"
"Jardim do Moinho - Mafra (SC)","98.2"
"Vila Ferroviária - Mafra (SC)","98.9"
"Vila Argentina - Mafra (SC)","96.4"
"Do Autódromo - Mafra (SC)","100.0"
"Centro - Maravilha (SC)","98.4"
"Padre Antonio - Maravilha (SC)","97.0"
"Progresso - Maravilha (SC)","95.8"
"José de Anchieta - Maravilha (SC)","97.3"
"União - Maravilha (SC)","95.4"
"Bela Vista - Maravilha (SC)","87.3"
"Morada do Sol - Maravilha (SC)","96.0"
"São José - Maravilha (SC)","97.5"
"Jardim - Maravilha (SC)","96.9"
"Madalozzo - Maravilha (SC)","98.4"
"Frei Damião - Maravilha (SC)","99.0"
"Kasper - Maravilha (SC)","96.2"
"Floresta - Maravilha (SC)","94.5"
"Novo Bairro - Maravilha (SC)","94.7"
"Civemara - Maravilha (SC)","98.9"
"Universitário - Maravilha (SC)","100.0"
"Industrial - Maravilha (SC)","90.9"
"Centro - Massaranduba (SC)","98.1"
"Patrimônio - Massaranduba (SC)","98.0"
"Butuca - Massaranduba (SC)","98.6"
"Guarani-Mirim - Massaranduba (SC)","97.7"
"Industrial - Massaranduba (SC)","95.8"
"Centro - Meleiro (SC)","98.1"
"Imigrantes - Meleiro (SC)","88.2"
"Jardim América - Meleiro (SC)","97.4"
"Jardim Itália - Meleiro (SC)","95.5"
"Estreito - Meleiro (SC)","97.8"
"Zanette - Meleiro (SC)","97.3"
"Boa Vista - Mirim Doce (SC)","93.1"
"Santa Lúcia - Mirim Doce (SC)","X"
"Nova Esperança - Mirim Doce (SC)","92.9"
"Vila Nova - Mirim Doce (SC)","92.2"
"Centro - Mirim Doce (SC)","96.2"
"Palmeiras - Modelo (SC)","85.0"
"Industrial - Modelo (SC)","95.9"
"Floresta - Modelo (SC)","90.9"
"Alvorada - Modelo (SC)","91.3"
"Centro - Modelo (SC)","97.1"
"Jardim - Modelo (SC)","96.8"
"Laranjeiras - Modelo (SC)","94.8"
"Iguaçú - Modelo (SC)","98.8"
"Araucária - Modelo (SC)","94.8"
"Centro - Mondaí (SC)","98.9"
"Ipanema - Mondaí (SC)","96.7"
"Capivara - Mondaí (SC)","93.1"
"Morada do Sol - Mondaí (SC)","98.9"
"Jardim Cristiane - Mondaí (SC)","93.8"
"Antas - Mondaí (SC)","93.3"
"Uruguai - Mondaí (SC)","95.6"
"Floresta - Mondaí (SC)","98.3"
"Bela Vista - Mondaí (SC)","98.3"
"Menino Jesus - Morro da Fumaça (SC)","95.5"
"Maccari - Morro da Fumaça (SC)","94.2"
"Ibirapuera - Morro da Fumaça (SC)","89.9"
"Centro - Morro da Fumaça (SC)","98.1"
"Bortolatto - Morro da Fumaça (SC)","97.2"
"Naspolini - Morro da Fumaça (SC)","94.2"
"De Costa - Morro da Fumaça (SC)","95.6"
"Palladini - Morro da Fumaça (SC)","91.8"
"Esperança - Morro da Fumaça (SC)","96.8"
"Capelinha - Morro da Fumaça (SC)","87.1"
"Jussara - Morro da Fumaça (SC)","95.1"
"Monte Verde - Morro da Fumaça (SC)","97.3"
"Barracão - Morro da Fumaça (SC)","97.8"
"Graziela - Morro da Fumaça (SC)","95.0"
"Centro - Navegantes (SC)","97.9"
"São Pedro - Navegantes (SC)","95.6"
"Meia Praia - Navegantes (SC)","96.4"
"De Gravatá - Navegantes (SC)","97.2"
"São Paulo - Navegantes (SC)","92.4"
"São Domingos - Navegantes (SC)","95.7"
"Nossa Senhora das Graças - Navegantes (SC)","95.0"
"De Machados - Navegantes (SC)","96.0"
"Volta Grande - Navegantes (SC)","96.2"
"De Pedreiras - Navegantes (SC)","95.6"
"Elisa - Nova Veneza (SC)","97.3"
"Bortolotto - Nova Veneza (SC)","96.5"
"Bortoluzzi - Nova Veneza (SC)","98.1"
"Centro - Nova Veneza (SC)","98.6"
"Centro - Orleans (SC)","98.5"
"Lomba - Orleans (SC)","97.3"
"Cohab - Orleans (SC)","94.9"
"Alto Paraná - Orleans (SC)","91.6"
"Santista - Orleans (SC)","97.1"
"Conde D'Eu - Orleans (SC)","98.4"
"Samuel Sandrini - Orleans (SC)","98.0"
"Corridas - Orleans (SC)","97.9"
"Barzan - Orleans (SC)","100.0"
"Otávio Dalazen - Orleans (SC)","94.7"
"Coloninha - Orleans (SC)","94.3"
"Barra do Rio Novo - Orleans (SC)","92.6"
"Aires Rodrigues - Orleans (SC)","94.8"
"Barro Vermelho - Orleans (SC)","96.5"
"Rio Belo - Orleans (SC)","98.0"
"Orlando Bússolo - Orleans (SC)","100.0"
"Murialdo - Orleans (SC)","97.6"
"São Gerônimo - Orleans (SC)","94.4"
"Taipa - Orleans (SC)","97.5"
"Km 92 - Orleans (SC)","96.0"
"Ponte do Imaruim - Palhoça (SC)","96.9"
"Ponta do Papagaio - Palhoça (SC)","94.0"
"Centro - Palmitos (SC)","97.9"
"Tancredo Neves - Palmitos (SC)","80.0"
"Bom Sucesso - Palmitos (SC)","90.7"
"Bagatini - Palmitos (SC)","93.5"
"Santa Terezinha - Palmitos (SC)","93.0"
"Bela Vista - Palmitos (SC)","99.6"
"Resener - Palmitos (SC)","98.6"
"Aurora - Palmitos (SC)","91.0"
"Cristo Rei - Palmitos (SC)","87.8"
"Progresso - Palmitos (SC)","92.6"
"Industrial - Palmitos (SC)","96.0"
"Nossa Senhora do Rosário - Palmitos (SC)","87.3"
"Machadinho - Palmitos (SC)","98.1"
"Bortolanza - Palmitos (SC)","97.6"
"Centro - Penha (SC)","97.6"
"Praia de Armação do Itapocorói - Penha (SC)","96.8"
"Gravatá - Penha (SC)","96.2"
"Santa Lídia - Penha (SC)","95.4"
"Nossa Senhora de Fátima - Penha (SC)","95.4"
"Centro - Pinhalzinho (SC)","99.0"
"Efacip - Pinhalzinho (SC)","98.1"
"São José - Pinhalzinho (SC)","94.1"
"Centro Oeste - Pinhalzinho (SC)","85.5"
"Santo Antônio - Pinhalzinho (SC)","97.6"
"Baixada Pioneira - Pinhalzinho (SC)","95.8"
"Nova Divinéia - Pinhalzinho (SC)","96.9"
"Panorama - Pinhalzinho (SC)","92.2"
"Bela Vista - Pinhalzinho (SC)","95.1"
"Jardim Maria Terezinha - Pinhalzinho (SC)","84.0"
"Centro - Pinheiro Preto (SC)","97.7"
"São José - Pinheiro Preto (SC)","91.5"
"Vila Bressan - Pinheiro Preto (SC)","96.5"
"Britador - Pinheiro Preto (SC)","100.0"
"Centro - Porto União (SC)","99.4"
"Cidade Nova - Porto União (SC)","99.6"
"Santa Rosa - Porto União (SC)","97.8"
"Pintado - Porto União (SC)","94.3"
"Bela Vista - Porto União (SC)","93.3"
"São Pedro - Porto União (SC)","97.7"
"Vice-King - Porto União (SC)","94.2"
"Centro - Pouso Redondo (SC)","99.0"
"Arroio Grande - Pouso Redondo (SC)","94.1"
"Leopoldo Mees - Pouso Redondo (SC)","95.2"
"Progresso - Pouso Redondo (SC)","97.3"
"Saltinho - Pouso Redondo (SC)","95.5"
"Arno Siewerdt - Pouso Redondo (SC)","94.0"
"Vila Adelaide - Pouso Redondo (SC)","93.8"
"Planalto - Pouso Redondo (SC)","95.6"
"Boa Vista - Pouso Redondo (SC)","96.7"
"Independência - Pouso Redondo (SC)","96.3"
"Centro - Presidente Getúlio (SC)","97.7"
"Rio Ferro - Presidente Getúlio (SC)","97.8"
"Niterói - Presidente Getúlio (SC)","96.3"
"Pinheiro - Presidente Getúlio (SC)","96.1"
"Revólver - Presidente Getúlio (SC)","97.1"
"Centro - Rio do Campo (SC)","96.7"
"Floresta - Rio do Campo (SC)","95.1"
"Sulbrasil - Rio do Campo (SC)","95.1"
"Guanabara - Rio do Campo (SC)","96.4"
"Cruzeiro - Rio do Campo (SC)","95.7"
"Taiozinho - Rio do Campo (SC)","90.3"
"Gabiroba - Rio do Oeste (SC)","96.9"
"Jardim das Hortências - Rio do Oeste (SC)","89.8"
"Centro - Rio do Oeste (SC)","98.2"
"Vila Nova - Rio do Oeste (SC)","94.8"
"Pioneiros - Rio do Oeste (SC)","94.0"
"Jardim Primavera - Rio do Oeste (SC)","95.0"
"Bela Vista - Rio do Oeste (SC)","97.1"
"Divinéia - Rio dos Cedros (SC)","97.5"
"Centro - Rio dos Cedros (SC)","98.6"
"Cruzeiro - Rio dos Cedros (SC)","97.8"
"Centro - Rio do Sul (SC)","99.0"
"Jardim América - Rio do Sul (SC)","99.7"
"Santana - Rio do Sul (SC)","97.0"
"Boa Vista - Rio do Sul (SC)","95.5"
"Eugênio Schneider - Rio do Sul (SC)","98.7"
"Laranjeiras - Rio do Sul (SC)","96.8"
"Albertina - Rio do Sul (SC)","98.5"
"Sumaré - Rio do Sul (SC)","98.3"
"Budag - Rio do Sul (SC)","98.5"
"Barragem - Rio do Sul (SC)","96.2"
"Barra do Trombudo - Rio do Sul (SC)","95.4"
"Pamplona - Rio do Sul (SC)","96.6"
"Canoas - Rio do Sul (SC)","97.5"
"Fundo Canoas - Rio do Sul (SC)","97.1"
"Canta Galo - Rio do Sul (SC)","97.9"
"Valada Itoupava - Rio do Sul (SC)","98.0"
"Valada São Paulo - Rio do Sul (SC)","96.0"
"Rainha - Rio do Sul (SC)","96.8"
"Bela Aliança - Rio do Sul (SC)","96.9"
"Barra Itoupava - Rio do Sul (SC)","99.2"
"Bremer - Rio do Sul (SC)","98.3"
"Taboão - Rio do Sul (SC)","97.7"
"Progresso - Rio do Sul (SC)","95.6"
"Santa Rita - Rio do Sul (SC)","94.0"
"Navegantes - Rio do Sul (SC)","96.9"
"Centro - Rio Fortuna (SC)","98.6"
"Um - Rio Fortuna (SC)","97.3"
"Dois - Rio Fortuna (SC)","97.7"
"Três - Rio Fortuna (SC)","100.0"
"Centro - Rio Negrinho (SC)","99.4"
"Vila Nova - Rio Negrinho (SC)","97.2"
"Bela Vista - Rio Negrinho (SC)","98.5"
"Ceramarte - Rio Negrinho (SC)","97.8"
"Alegre - Rio Negrinho (SC)","98.1"
"Cruzeiro - Rio Negrinho (SC)","97.0"
"Vista Alegre - Rio Negrinho (SC)","92.0"
"Quitandinha - Rio Negrinho (SC)","97.4"
"Pinheirinho - Rio Negrinho (SC)","95.9"
"Campo Lençol - Rio Negrinho (SC)","95.9"
"São Pedro - Rio Negrinho (SC)","91.9"
"Barro Preto - Rio Negrinho (SC)","96.7"
"Industrial Norte - Rio Negrinho (SC)","97.1"
"Industrial Sul - Rio Negrinho (SC)","97.6"
"São Rafael - Rio Negrinho (SC)","97.8"
"Jardim Hantschel - Rio Negrinho (SC)","97.4"
"Centro - Rodeio (SC)","98.7"
"São Pedro Velho - Rodeio (SC)","95.6"
"São Pedro Novo - Rodeio (SC)","95.1"
"Gávea - Rodeio (SC)","97.1"
"Rodeio 50 - Rodeio (SC)","95.5"
"Rodeio 32 - Rodeio (SC)","96.3"
"Rodeio 12 - Rodeio (SC)","96.7"
"Kaspereit - Rodeio (SC)","97.4"
"Rio Morto - Rodeio (SC)","98.4"
"Diamante - Rodeio (SC)","97.1"
"Glória - Rodeio (SC)","96.3"
"Dos Lagos - Rodeio (SC)","96.8"
"Schreiber - Salete (SC)","99.0"
"Beira Rio - Salete (SC)","95.9"
"Cachoeira - Salete (SC)","93.8"
"América - Salete (SC)","99.1"
"Centro - Salete (SC)","98.3"
"São Cristóvão - Salete (SC)","96.1"
"Bela Vista - Salete (SC)","95.4"
"Casan - Salete (SC)","95.2"
"Barra Grande - Salete (SC)","95.4"
"Vila Nova - Salete (SC)","91.6"
"São José - Salete (SC)","93.3"
"Centro - Salto Veloso (SC)","96.1"
"do Salto - Salto Veloso (SC)","93.4"
"Industrial - Salto Veloso (SC)","93.9"
"Cidade Alta - Salto Veloso (SC)","89.1"
"Escolar - Salto Veloso (SC)","95.5"
"Margem Direita do Rio Braço do Norte - Santa Rosa de Lima (SC)","98.4"
"Margem Esquerda do Rio Braço do Norte - Santa Rosa de Lima (SC)","94.6"
"Centro - São Bento do Sul (SC)","99.6"
"Vinte e Cinco de Julho - São Bento do Sul (SC)","97.3"
"Colonial - São Bento do Sul (SC)","98.6"
"Oxford - São Bento do Sul (SC)","97.6"
"Cruzeiro - São Bento do Sul (SC)","97.5"
"Alpino - São Bento do Sul (SC)","95.0"
"Lençol - São Bento do Sul (SC)","95.4"
"Dona Francisca - São Bento do Sul (SC)","96.9"
"Bela Aliança - São Bento do Sul (SC)","99.3"
"Brasília - São Bento do Sul (SC)","97.0"
"Centenário - São Bento do Sul (SC)","96.2"
"Progresso - São Bento do Sul (SC)","98.6"
"Schramm - São Bento do Sul (SC)","99.1"
"Rio Vermelho - Estação - São Bento do Sul (SC)","96.3"
"Serra Alta - São Bento do Sul (SC)","96.6"
"Mato Preto - São Bento do Sul (SC)","98.2"
"Boehmerwald - São Bento do Sul (SC)","97.8"
"Industrial Sudoeste - São Bento do Sul (SC)","100.0"
"Rio Vermelho Povoado - São Bento do Sul (SC)","97.2"
"Rio Negro - São Bento do Sul (SC)","98.8"
"Cristo Rei - São Carlos (SC)","93.9"
"Jardim Alvorada - São Carlos (SC)","96.2"
"Centro - São Carlos (SC)","98.5"
"Tancredo Neves - São Carlos (SC)","92.2"
"Industrial - São Carlos (SC)","93.3"
"Olaria - São Carlos (SC)","91.0"
"Balneário Pratas - São Carlos (SC)","95.0"
"Cidade Leste - São Carlos (SC)","93.0"
"Centro - São Francisco do Sul (SC)","98.3"
"Do Paulas - São Francisco do Sul (SC)","97.2"
"Rocio Pequeno - São Francisco do Sul (SC)","97.5"
"São José do Acaraí - São Francisco do Sul (SC)","97.3"
"Água Branca - São Francisco do Sul (SC)","97.3"
"Morro Grande - São Francisco do Sul (SC)","96.1"
"Rocio Grande - São Francisco do Sul (SC)","97.2"
"Das Laranjeiras - São Francisco do Sul (SC)","96.7"
"Da Reta - São Francisco do Sul (SC)","95.1"
"Do Iperoba - São Francisco do Sul (SC)","96.1"
"Do Ubatuba - São Francisco do Sul (SC)","96.2"
"Da Enseada - São Francisco do Sul (SC)","99.0"
"Da Praia Grande - São Francisco do Sul (SC)","98.0"
"Praia do Ervino - São Francisco do Sul (SC)","96.9"
"Da Vila da Glória - São Francisco do Sul (SC)","93.4"
"Centro - São João do Itaperiú (SC)","94.2"
"Santa Cruz - São João do Itaperiú (SC)","93.6"
"Santo Antonio - São João do Itaperiú (SC)","95.8"
"Porto do Itaperiú - São João do Itaperiú (SC)","92.1"
"Santa Luzia - São João do Itaperiú (SC)","94.4"
"Centro - São José (SC)","98.3"
"Ponta de Baixo - São José (SC)","98.6"
"Fazenda Santo Antônio - São José (SC)","96.2"
"Distrito Industrial - São José (SC)","95.9"
"Picadas do Sul - São José (SC)","98.1"
"Flor de Nápolis - São José (SC)","97.4"
"Forquilhinhas - São José (SC)","97.2"
"Praia Comprida - São José (SC)","98.4"
"São Luiz - São José (SC)","96.4"
"Roçado - São José (SC)","96.7"
"Bosque das Mansões - São José (SC)","99.8"
"Potecas - São José (SC)","96.4"
"Forquilhas - São José (SC)","96.9"
"Sertão do Maruim - São José (SC)","97.3"
"Colônia Santana - São José (SC)","90.9"
"Barreiros - São José (SC)","98.4"
"Nossa Senhora do Rosário - São José (SC)","98.3"
"Bela Vista - São José (SC)","98.2"
"Cidade Jardim de Florianópolis - São José (SC)","96.8"
"Ipiranga - São José (SC)","97.8"
"Pedregal - São José (SC)","92.3"
"Jardim Santiago - São José (SC)","96.7"
"Areias - São José (SC)","97.9"
"Serraria - São José (SC)","96.5"
"Campinas - São José (SC)","98.9"
"Kobrasol - São José (SC)","99.3"
"Real Parque - São José (SC)","96.2"
"Centro - São Lourenço do Oeste (SC)","98.8"
"Brasília - São Lourenço do Oeste (SC)","96.1"
"Santa Catarina - São Lourenço do Oeste (SC)","91.4"
"São Francisco - São Lourenço do Oeste (SC)","93.5"
"Cruzeiro - São Lourenço do Oeste (SC)","94.2"
"Perpétuo Socorro - São Lourenço do Oeste (SC)","96.4"
"Progresso - São Lourenço do Oeste (SC)","97.1"
"Centro - São Ludgero (SC)","99.5"
"Evolução - São Ludgero (SC)","97.9"
"Industrial - São Ludgero (SC)","100.0"
"Nossa Senhora Aparecida - São Ludgero (SC)","96.3"
"Dona Jordina - São Ludgero (SC)","91.9"
"Bela Vista - São Ludgero (SC)","97.0"
"Encosta do Sol - São Ludgero (SC)","95.4"
"Beira Rio - São Ludgero (SC)","96.4"
"Madre Tereza - São Ludgero (SC)","98.2"
"Parque das Acácias - São Ludgero (SC)","98.2"
"Divina Providência - São Ludgero (SC)","88.7"
"Santo Antônio - São Ludgero (SC)","97.7"
"Km 2 - São Ludgero (SC)","94.3"
"Centro - São Miguel do Oeste (SC)","98.7"
"Estrela - São Miguel do Oeste (SC)","95.2"
"São Sebastião - São Miguel do Oeste (SC)","95.6"
"Agostini - São Miguel do Oeste (SC)","97.5"
"Salete - São Miguel do Oeste (SC)","93.6"
"Andreatta - São Miguel do Oeste (SC)","94.7"
"Cohab - São Miguel do Oeste (SC)","92.0"
"São Luiz - São Miguel do Oeste (SC)","93.3"
"Sagrado Coração - São Miguel do Oeste (SC)","91.8"
"São Gotardo - São Miguel do Oeste (SC)","96.0"
"Jardim Peperi - São Miguel do Oeste (SC)","97.2"
"São Jorge - São Miguel do Oeste (SC)","96.8"
"Progresso - São Miguel do Oeste (SC)","95.1"
"Santa Rita - São Miguel do Oeste (SC)","92.8"
"Laje de Pedra - Saudades (SC)","97.3"
"Industrial - Saudades (SC)","95.5"
"Centro - Saudades (SC)","98.7"
"Belvedere - Saudades (SC)","99.2"
"Morada do Sol - Saudades (SC)","97.0"
"Beira Rio - Saudades (SC)","95.0"
"Boa Vista - Saudades (SC)","98.2"
"Palmeiras - Saudades (SC)","97.5"
"Garghetti - Seara (SC)","97.3"
"Padre Lidio Martinelli - Seara (SC)","95.3"
"Renascer - Siderópolis (SC)","95.8"
"Tereza Cristina - Siderópolis (SC)","93.2"
"Centro - Sombrio (SC)","98.4"
"Raizeira - Sombrio (SC)","94.7"
"Furnas - Sombrio (SC)","95.9"
"São José - Sombrio (SC)","96.2"
"Nova Brasília - Sombrio (SC)","97.2"
"Januária - Sombrio (SC)","94.3"
"Parque das Avenidas - Sombrio (SC)","96.9"
"São Luiz - Sombrio (SC)","95.2"
"Vila Mariana - Taió (SC)","96.8"
"Seminário - Taió (SC)","96.9"
"Padre Eduardo - Taió (SC)","96.0"
"Doutor Victor Korder - Taió (SC)","97.4"
"Boa Vista - Taió (SC)","93.3"
"Centro - Taió (SC)","97.4"
"Laje Grande - Tangará (SC)","93.0"
"Centro - Tangará (SC)","97.4"
"Sóque - Tangará (SC)","96.5"
"Alto da Glória - Tangará (SC)","95.6"
"Bela Vista - Tangará (SC)","92.4"
"Sopasta - Tangará (SC)","94.1"
"Distrito Industrial II - Tangará (SC)","91.7"
"Distrito Industrial I - Tangará (SC)","97.1"
"Vila Maria - Treze de Maio (SC)","97.7"
"Morro da Antena - Treze de Maio (SC)","89.9"
"Rio Salto - Treze de Maio (SC)","96.0"
"Vila Nandi - Treze de Maio (SC)","93.0"
"Laje - Treze de Maio (SC)","X"
"Centro - Trombudo Central (SC)","97.6"
"Botafogo - Trombudo Central (SC)","96.8"
"Estação - Trombudo Central (SC)","92.9"
"Vila Nova - Trombudo Central (SC)","98.1"
"Satão - Trombudo Central (SC)","93.3"
"Liberdade - Trombudo Central (SC)","95.4"
"Cidade Alta - Trombudo Central (SC)","98.0"
"Jalisco - Trombudo Central (SC)","94.1"
"Almeida - Trombudo Central (SC)","95.9"
"Lorenal - Trombudo Central (SC)","96.8"
"Centro - Tubarão (SC)","99.2"
"Santo Antônio de Pádua - Tubarão (SC)","97.2"
"Oficinas - Tubarão (SC)","98.0"
"Morrotes - Tubarão (SC)","96.8"
"Dehon - Tubarão (SC)","98.6"
"Humaitá - Tubarão (SC)","97.6"
"Revoredo - Tubarão (SC)","99.3"
"Passagem - Tubarão (SC)","95.2"
"Vila Moema - Tubarão (SC)","99.0"
"Recife - Tubarão (SC)","98.4"
"Monte Castelo - Tubarão (SC)","98.0"
"Cruzeiro - Tubarão (SC)","94.3"
"Fábio Silva - Tubarão (SC)","95.8"
"São João Margem Esquerda - Tubarão (SC)","95.7"
"Humaitá de Cima - Tubarão (SC)","97.2"
"Vila Esperança - Tubarão (SC)","96.5"
"Campestre - Tubarão (SC)","95.8"
"Passo do Gado - Tubarão (SC)","96.7"
"São Clemente - Tubarão (SC)","96.7"
"Praia Redonda - Tubarão (SC)","96.2"
"Santa Luzia - Tubarão (SC)","97.5"
"São Cristóvão - Tubarão (SC)","97.2"
"Sertão dos Correias - Tubarão (SC)","97.1"
"São João Margem Direita - Tubarão (SC)","97.7"
"São Bernardo - Tubarão (SC)","92.1"
"São Martinho - Tubarão (SC)","94.8"
"Km 60 - Tubarão (SC)","97.5"
"Bom Pastor - Tubarão (SC)","95.1"
"Guarda Margem Direita - Tubarão (SC)","93.5"
"Km 63 - Tubarão (SC)","94.1"
"Rio do Pouso - Tubarão (SC)","100.0"
"Centro - Turvo (SC)","99.5"
"Cidade Alta - Turvo (SC)","97.0"
"Vila Manenti - Turvo (SC)","92.2"
"Jardim das Oliveiras - Turvo (SC)","95.9"
"São Luiz - Turvo (SC)","92.9"
"Linha Seminário - Turvo (SC)","98.1"
"Linha Contessi - Turvo (SC)","96.1"
"Linha São Cristóvão - Turvo (SC)","98.2"
"Santa Luzia - Turvo (SC)","98.1"
"Centro - Urussanga (SC)","99.3"
"Baixada Fluminense - Urussanga (SC)","96.5"
"Das Damas - Urussanga (SC)","97.5"
"De Brida - Urussanga (SC)","97.4"
"Vila Brasília - Urussanga (SC)","97.0"
"Vila São José - Urussanga (SC)","96.8"
"Morro da Glória - Urussanga (SC)","97.3"
"Da Estação - Urussanga (SC)","96.5"
"Pirago - Urussanga (SC)","99.0"
"Da Figueira - Urussanga (SC)","99.4"
"Nova Itália - Urussanga (SC)","96.6"
"Rossetti - Urussanga (SC)","98.4"
"Barro Vermelho - Urussanga (SC)","97.4"
"De Villa - Urussanga (SC)","96.3"
"Bel Recanto - Urussanga (SC)","96.8"
"Bela Vista - Urussanga (SC)","95.9"
"União - Vargeão (SC)","80.1"
"Vila das Palmeiras - Vargeão (SC)","94.4"
"Bela Vista - Vargeão (SC)","94.5"
